Time,txNext,highestSeq,unackSeq,rxNext,rxAvailable,rxTotal,cwnd,rWnd,ssThresh,state
+10004319.0ns,0,0,0,0,0,131072,1,0,65535,LISTEN
+90272477.0ns,,,,,,236,,,
+90272477.0ns,,,,,236,,,,
+90272477.0ns,,,,,,216,,,
+90272477.0ns,,,,,216,,,,
+90272477.0ns,,,,,,196,,,
+90272477.0ns,,,,,196,,,,
+90272477.0ns,,,,,,176,,,
+90272477.0ns,,,,,176,,,,
+90272477.0ns,,,,,,156,,,
+90272477.0ns,,,,,156,,,,
+90272477.0ns,,,,,,136,,,
+90272477.0ns,,,,,136,,,,
+90272477.0ns,,,,,,116,,,
+90272477.0ns,,,,,116,,,,
+90272477.0ns,,,,,,96,,,
+90272477.0ns,,,,,96,,,,
+90272477.0ns,,,,,,76,,,
+90272477.0ns,,,,,76,,,,
+90272477.0ns,,,,,,56,,,
+90272477.0ns,,,,,56,,,,
+90272477.0ns,,,,,,36,,,
+90272477.0ns,,,,,36,,,,
+90272477.0ns,,,,,,16,,,
+90272477.0ns,,,,,16,,,,
+90272477.0ns,,,,,,0,,,
+90272477.0ns,,,,,0,,,,
