Time,txNext,highestSeq,unackSeq,rxNext,rxAvailable,rxTotal,cwnd,rWnd,ssThresh,state
+10004319.0ns,0,0,0,0,0,131072,1,0,65535,LISTEN
+10004319.0ns,,,,,,,,,,SYN_RCVD
+1491880366.0ns,,1079486487,,,,,,,
+1491880366.0ns,1079486487,,,,,,,,
+1491888444.0ns,,,1079477956,,,,,,
+1491888445.0ns,,1079486526,,,,,,,
+1491888445.0ns,1079486526,,,,,,,,
+1491896684.0ns,,,1079477997,,,,,,
+1491896685.0ns,,1079486567,,,,,,,
+1491896685.0ns,1079486567,,,,,,,,
+1491905244.0ns,,,1079478042,,,,,,
+1491905245.0ns,,1079486612,,,,,,,
+1491905245.0ns,1079486612,,,,,,,,
+1491914124.0ns,,,,,,,8602,,
+1491914124.0ns,,,1079478091,,,,,,
+1491914125.0ns,,1079486693,,,,,,,
+1491914125.0ns,1079486693,,,,,,,,
+1491926124.0ns,,,1079478179,,,,,,
+1491926125.0ns,,1079486781,,,,,,,
+1491926125.0ns,1079486781,,,,,,,,
+1491938684.0ns,,,1079478274,,,,,,
+1491938685.0ns,,1079486876,,,,,,,
+1491938685.0ns,1079486876,,,,,,,,
+1491952523.0ns,,,1079478385,,,,,,
+1491952524.0ns,,1079486987,,,,,,,
+1491952524.0ns,1079486987,,,,,,,,
+1491967402.0ns,,,1079478509,,,,,,
+1491967403.0ns,,1079487111,,,,,,,
+1491967403.0ns,1079487111,,,,,,,,
+1492015242.0ns,,,,,,,8634,,
+1492015242.0ns,,,1079479045,,,,,,
+1492015243.0ns,,1079487647,,,,,,,
+1492015243.0ns,1079487647,,,,,,,,
+1492015243.0ns,,1079487679,,,,,,,
+1492015243.0ns,1079487679,,,,,,,,
+1492022601.0ns,,,1079479079,,,,,,
+1492022602.0ns,,1079487713,,,,,,,
+1492022602.0ns,1079487713,,,,,,,,
+1492030441.0ns,,,1079479115,,,,,,
+1492030442.0ns,,1079487749,,,,,,,
+1492030442.0ns,1079487749,,,,,,,,
+1492038440.0ns,,,,,,,8665,,
+1492038440.0ns,,,1079479153,,,,,,
+1492038441.0ns,,1079487818,,,,,,,
+1492038441.0ns,1079487818,,,,,,,,
+1492046680.0ns,,,1079479194,,,,,,
+1492046681.0ns,,1079487859,,,,,,,
+1492046681.0ns,1079487859,,,,,,,,
+1492055160.0ns,,,1079479238,,,,,,
+1492055161.0ns,,1079487903,,,,,,,
+1492055161.0ns,1079487903,,,,,,,,
+1492066599.0ns,,,1079479319,,,,,,
+1492066600.0ns,,1079487984,,,,,,,
+1492066600.0ns,1079487984,,,,,,,,
+1492079078.0ns,,,1079479413,,,,,,
+1492079079.0ns,,1079488078,,,,,,,
+1492079079.0ns,1079488078,,,,,,,,
